"title","startDate","endDate","location","content"
"러븀 팝업","26.01.28","26.02.08","서울 성동구 연무장길 81 (성수동2가, 남경빌딩), 성수 무신사 뷰티 스페이스 1","러븀의 피부 루틴 철학을 담은 첫 번째 팝업 스토어가 성수에서 열려요. 러븀이 제안하는 피부 루틴을 직접 체험해보세요."
"NEXT WAVE POP UP","25.12.24","26.02.18","서울 성동구 연무장길 73 2층","크리에이터 비즈니스 기업 '글로우업리즈'가 추천하는 브랜드를 한자리에 모아 오프라인에서 경험할 수 있습니다."
"스노우 하우스오브신세계 청담점 팝업","26.02.06","26.02.18","서울 강남구 도산대로 442, 하우스오브신세계 청담 지하1층","일본 디저트 브랜드 '스노우'가 하우스오브신세계 청담점서 팝업스토어를 오픈합니다."
"메이드바이 행운맨숀 팝업 - 홍대","26.01.08","26.02.19","서울 마포구 연희로 11 (동교동, 한국특허기술진흥원빌딩)","메이드바이 팝업 행운맨숀 OPEN! 전국 5개 지점에서 행운맨숀의 공간을 둘러보실 수 있는 룸투어 팝업을 진행합니다! 30인의 작가님과 함께 만든 인형 키링과 30종의 신상 인형 소품들, 그리고 다양한 행운맨숀 제품들까지!"
"치플레 팝업 - 송도현대프리미엄아울렛","25.08.22","26.02.20","인천 연수구 송도국제대로 123, 현대프리미엄아울렛 송도점 B1층","서울 3대 치즈케이크 '치플레'가 26년 2월까지 인천 송도 현대프리미엄아울렛에서 팝업스토어를 운영합니다."
"크록스 케이스 팝업 in 삼정타워","26.01.03","26.02.22","부산 부산진구 중앙대로 672, 삼정타워 2층","부산 삼정타워에서 크록스 케이스를 만나보세요! 아이폰, 갤럭시, 에어팟, 맥세이프 월렛. 모든 라인업을 만날 수 있어요."
"티팩토리 윈터마켓 : FOR MY NEXT CHAPTER","25.12.21","26.02.22","서울 성동구 연무장1길 7-1, T Factory 성수","T 팩토리가 준비한 특별한 윈터마켓 FOR MY NEXT CHAPTER에 초대합니다. FOR MY NEXT CHAPTER 윈터마켓에서 2025년의 나를 돌아보고 나의 다음 챕터를 펼쳐보세요."
"WISH BAKERY","26.02.07","26.02.22","서울 성동구 연무장13길 11, 슈매니아빌딩","NCT WISH 캐릭터 팝어 'WISH BAKERY'가 성수에 열립니다."
"레고 발렌타인데이 팝업스토어","26.02.05","26.02.25","서울 성동구 성수이로 74 (성수동2가), 무신사 스토어 성수 대림창고","무신사와 레고 코리아가 레고 꽃이 피어나는 '블룸 바(Bloom Bar)' 콘셉트로 발렌타인데이 팝업스토어를 운영합니다!"
"펍지 성수 윈터스쿨","26.01.17","26.02.27","서울 성동구 왕십리로4길 5 (성수동1가), PUBG 성수","펍지(PUBG) 성수에서 겨울 시즌을 맞아 윈터스쿨 이벤트가 진행됩니다. 배틀그라운드를 깊이 있게 배우는 e-sports 클래스부터 다양한 취향의 체험형 프로그램을 만나보세요."
"밀빛 더현대 서울 팝업","25.09.01","26.02.28","서울 영등포구 여의대로 108, 더현대 서울","황치즈, 말차, 체리, 블루베리, 흑절미, 왕밤 6가지 맛으로 꽉 채운 밀빛의 시그니처 맘모스를 이제 여의도에서 만나보세요."
"주술회전 X 서울스카이 전시","25.12.12","26.02.28","서울 송파구 올림픽로 300 (신천동), 롯데월드타워 서울스카이","[서울스카이X주술회전 회옥•옥절&시부야사변] 서울스카이 전망대 하늘 위로 영역전개!"
"크레페허브 타임빌라스 수원점 팝업","26.01.03","26.02.28","경기 수원시 권선구 세화로 134, 타임빌라스 수원 3F 다이닝 에비뉴","크레페 전문 브랜드, '크레페허브'가 타임빌라스 수원에 팝업스토어를 오픈했습니다."
"디즈니 X 아이스비스킷 팝업","26.01.22","26.02.28","서울 강남구 가로수길 82 (신사동), 캐리마켓 신사","디즈니와 아이스비스킷이 함께하는 사랑스러운 콜라보 팝업스토어가 캐리마켓 신사에서 열려요. 협업 컬렉션 상품 쇼핑은 물론, 스탬프 랠리와 가챠 이벤트까지 즐길 수 있어요."
"나 혼자만 레벨업 전시","25.12.13","26.03.01","서울 마포구 양화로 186 (동교동, LC TOWER)","세계를 위협하는 마수들에 맞서기 위해 우리에게 남은 희망은 각성자, 바로 당신입니다! 성진우 헌터의 여정을 체험하며 당신도 레벨업 할 수 있는 유일한 기회!"
"디앤드퀘스천 팝업 - 롯데월드몰","26.02.20","26.03.05","서울 송파구 올림픽로 300, 롯데월드몰 지하 1층","패션 브랜드 THE END QUESTION 팝업스토어가 잠실 롯데월드몰에 오픈합니다."
"A YEAR IN RUBY","26.03.05","26.03.11","서울 영등포구 여의대로 108, 더현대서울 B2층","제니의 1st Studio Album Ruby 발매 1주년을 기념하는 팝업 스토어가 더현대 서울에서 열립니다."
"온유 팝업 - TOUGH LOVE","26.03.08","26.03.15","서울 성동구 왕십리로 104, 영화104","샤이니 온유의 다섯 번째 미니앨범 발매를 기념해 ‘TOUGH LOVE’ 팝업이 성수에서 열립니다"
"나이키 에어맥스 팝업","26.03.05","26.03.15","서울 성동구 성수이로 74 (성수동2가), 무신사 스토어 성수","성수 무신사 스토어에서 나이키 에어맥스 팝업이 오픈합니다. 특별하게 꾸며진 포토존과 럭키드로우를 만나보세요"
"이클립스 월드 : Into the tincase","26.03.12","26.03.15","서울 성동구 성수이로 88 남정빌딩","상상만 하던 이클립스 포도향으로 가득 찬 이클립스 세상이 성수에?! 상쾌함을 퍼뜨리기 위한 미션과 달달한 포도향 가득한 기프트까지. 이클립스 월드 팝업에서 만나요!"
"온그리디언츠 이너글로우 VIP 라운지","26.01.31","26.03.16","서울 성동구 연무장길 65, LECT","청담샵이 선택한 화잘먹 국민 로션 성수 VIP 라운지에 초대합니다!"
"베이크 대전 신세계백화점 팝업","26.03.06","26.03.19","대전 유성구 엑스포로 1, 대전 신세계 Art&Science 지하1층","겉은 바삭, 속은 부드럽게, 프리미엄 치즈타르트 전문점 '베이크(BAKE)'의 팝업이 대전 신세계백화점에 오픈합니다."
"지읒리을 막걸리 팝업","26.01.18","26.03.20","서울 성동구 장터길 51 1층","CHILL & LIGHT. 크림처럼 부드럽고 과일처럼 달콤하다 인공감미료, 설탕 0% 무첨가 춘천의 당일 도정한 쌀로 빚는 찐 전통주 ㅈㄹ 막걸리!!"
"조앤프렌즈 팝업 - 부산","26.03.12","26.03.22","부산 해운대구 센텀남대로 35 (우동) 신세계 센텀시티 B2F","조앤프렌즈의 귀여운 캐릭터 굿즈를 만나볼 수 있는 조앤프렌즈 팝업이 신세계백화점 센텀시티에서 열립니다."
"코스모폴리탄 X 아이더 플렉션 하이브리드 트레일러 팝업 - 성수","26.03.19","26.03.22","서울 성동구 성수이로 88 (성수동2가) 남정빌딩","코스모폴리탄과 아이더의 협업으로 진행되는 플렉션 하이브리드 트레일러 팝업! 발 보행 분석 체험부터 퀴즈 이벤트, 스탭퍼 게임, 무게 맞추기 등 다양한 체험을 통해 하이킹 양말과 럭키드로우 선물을 만나보세요."
"레인메이커스 뷰티원더랜드 팝업스토어","26.03.18","26.03.22","서울 성동구 연무장길 73 XYZ SEOUL","신비로운 '뷰티 원더랜드'로 초대합니다! 한국에 처음 상륙하는 일본 뷰티 브랜드 17개를 직접 체험해 보세요. 메이크업, 향, 라이프스타일을 아우르는 감각적인 포토존과 구름 위 같은 공간에서 새로운 아름다움을 경험할 수 있습니다."
"Feenah THE DATE GALLERY","26.03.19","26.03.22","서울 성동구 연무장길 99 (성수동2가) The A","나의 하루와 감정을 컬러로 기록하는 공간! 피나(Feenah)의 신제품 'THE DATE BLUR CHEEK'를 직접 체험하고 나에게 딱 맞는 'DATE SHADE'를 찾아보세요. 팝업 현장만의 한정 혜택과 다채로운 체험이 준비되어 있습니다."
"클리어디어 프레시 마트 팝업","26.03.18","26.03.22","서울 성동구 연무장길 81 (성수동2가, 남경빌딩) 1층 무신사 뷰티 스페이스 1","클리어디어 프레시 마트 with 무신사 뷰티. 성수동 무신사 뷰티 스페이스에서 클리어디어 단독 팝업스토어가 오픈합니다. 직접 체험하고 즐길 수 있는 이벤트를 놓치지 마세요."
"디앤드퀘스천 팝업 - 롯데백화점 잠실점","26.03.06","26.03.23","서울 송파구 올림픽로 240 (잠실동, 롯데월드), 롯데백화점 잠실점 2층","패션 브랜드 THE END QUESTION 팝업스토어가 롯데백화점 잠실점에 오픈합니다. 2026 S/S 신상품과 굿즈를 만나보세요."
"김용일 개인전 : 그리움을 닮은 풍경","26.02.28","26.03.24","서울 강남구 언주로146길 9 (논현동, 행담빌딩), 갤러리벨비","누구에게나 소중한 집과 골목, 마당의 기억을 담아낸 김용일 작가의 개인전. 과거의 풍경을 넘어 우리 마음속 깊이 남아 있는 따뜻한 기억과 감정을 조용히 마주해 보세요. 따뜻한 봄날, 각자의 그리움을 닮은 풍경을 떠올릴 수 있는 전시입니다."
"에이글 대전 갤러리아 팝업","26.02.27","26.03.26","대전 서구 대덕대로 211, 갤러리아 타임월드점 6층","에이글이 갤러리아 대전 타임월드에서 2026년 두 번째 팝업을 선보입니다. 1853년부터 170년 간의 노하우로 만든 다양한 러버부츠와 2026년 S/S 신상품들도 직접 경험하실 수 있습니다."
"베어스랜드","26.03.10","26.03.27","서울 성동구 성수이로16길 5, 맵달SEOUL","베어스랜드는 스너글과의 콜라보레이션을 통해 두산베어스의 헤리티지와 감성을 부드럽게 풀어낸 온가족 참여형 야구 테마파크형 팝업 전시입니다."
"STAY in Spotlight","26.03.20","26.03.29","서울 성동구 연무장길 65 LECT 성수","비오레(Biore)의 글로벌 팝업스토어 'STAY in Spotlight'가 성수에 상륙합니다! 3월 20일부터 29일까지 진행되는 이번 이벤트에서 Biore UV를 직접 경험하고, 빛나는 피부를 위한 특별한 여정을 함께해 보세요."
"ZUTOMAYO INTENSE II IN SEOUL","26.03.12","26.03.29","서울 성동구 아차산로5길 24-14, 동원아이피","지성의 일그러짐, 부패와 재생 새로운 숙성 전략에 대해 생각하는, 줄줄이 사이언스 클럽 ZOMBIE CRAB LABO에 오신 것을 환영합니다"
"티팩토리 성수 갤럭시 마켓 이벤트","26.02.27","26.03.29","서울 성동구 연무장1길 7-1 (성수동2가) T Factory 성수","티팩토리 성수에서 갤럭시 사전예약 체험형 팝업이 열려요 총 6가지 코너를 돌면서 갤럭시 혜택을 직접 체험해보세요."
"2026 쿠에른 더 빌리지 플라워 전시","26.02.13","26.03.29","서울 성동구 성수이로 71, 쿠에른 더 빌리지","쿠에른 더 빌리지에서 카페씨떼가 선정한 3월의 도시 제주를 테마로 한 플라워 전시 <Folded Lands : 오름의 곡선에 핀 도시꽃들>이 진행됩니다. 전시 기간 동안 태너리 3층에서는 임지숙 플로리스트의 특별한 플라워 클래스도 열립니다."
"마이티즈 원더 룸 (홍대)","26.03.23","26.03.29","서울 마포구 양화로 141 (동교동, 롯데호텔 L7홍대), 케이팝 스퀘어 홍대","에이티즈 캐릭터 '마이티즈'의 팝업스토어 MIGHTEEZ Wonder Room이 서울 홍대에서 열립니다 요정들의 공간을 콘셉트로 꾸며진 이번 팝업에서 다양한 제품들을 확인해 보세요"
"무신사 킥스 성수 오픈 이벤트","26.03.19","26.03.31","서울 성동구 성수이로 96 (성수동2가, 호텔포코)","스니커즈 쇼핑의 새로운 성지, 무신사 킥스 성수 오픈! 한정판 스니커즈 발매부터 풍성한 할인 혜택까지 준비되어 있습니다. 성수에서만 만날 수 있는 다양한 발매 상품과 쇼핑의 즐거움을 경험해 보세요."
"집집: 소중한 잡동사니마켓","26.03.01","26.03.31","서울 성동구 성수일로 33","집집 스핀오프는 문구, 일러스트, 핸드메이드 브랜드들이 모여 취향을 나누는 소규모 문화 마켓입니다. 가까운 거리에서 작가님들과 직접 이야기하고, 머물 수 있는 공간입니다."
"밀빛 X 롯데월드몰 팝업","25.11.01","26.03.31","서울 송파구 올림픽로 300, 롯데월드몰","밀빛의 시그니처 맘모스 6종과 쫀득빵 6종을 잠실 롯데월드몰에서 만나보세요."
"러쉬 성수 팝업씨어터: 비 마이 커튼콜","26.01.27","26.03.31","서울 성동구 연무장길 58-1, 2층","[매주 화요일] 1회차 - 16:00 / 2회차 - 17:00 : 우리는 모두,사랑 앞에서 조금은 떨리고 조금은 용감해집니다. 커튼콜의 배우들이 부르는 떨리는 사랑의 노래에 따뜻한 마음으로 응답해주세요!"
"레터프롬문 팝업","26.02.27","26.03.31","서울 성동구 연무장5길 6 (성수동2가, 천일정공사), 데이지크 성수 플래그십스토어 3층","감성 라이프스타일 브랜드 레터프롬문이 데이지크 성수 플래그십스토어에서 팝업을 진행해요 가챠 이벤트와 럭키드로우, 달콤한 디저트까지 준비된 공간에서 레터프롬문만의 감성을 천천히 느껴보세요"
"매든 X 탄산마그네슘 팝업","26.03.01","26.03.31","서울 성동구 성수이로 78 무신사 MSS 성수 대림창고","스타일리시한 무드의 'MADDEN'과 힙한 감성의 '탄산마그네슘'이 만나 무신사 성수 대림창고에 떴습니다! 3월 한 달간 진행되는 이번 콜라보의 정수가 담긴 유니크한 의류와 아이템을 직접 경험해 보세요."
"로우백 팝업","26.03.05","26.03.31","서울 성동구 연무장15길 11 (성수동2가) EQL 성수","감성 라이프스타일 브랜드 '로우백' 팝업스토어가 EQL 성수에서 진행됩니다! 신제품을 비롯해 테이블매트, 홈웨어, 타월 등 일상을 채워주는 로우백의 다양한 아이템들을 직접 만나보고 감각적인 라이프스타일을 경험해 보세요."
"조셉앤스테이시 X 몬치치 팝업","26.03.18","26.04.01","서울 강남구 언주로168길 24 (신사동)","니트백 브랜드 조셉앤스테이시가 귀여운 캐릭터 몬치치와 함께 콜라보 컬렉션을 만나볼 수 있는 팝업이 찾아왔어요."
"소머드 팝업","26.03.01","26.04.02","서울 중구 남대문로 81, 롯데백화점 본점 8층 (소공동)","소머드는 한국 전통문화인 온돌의 지혜를 매트리스에 고스란히 담아낸 매트리스입니다. 온열에 마사지까지 탑재된 매트리스를 체험해보세요."
"서울도시제조허브 3월 전시회 : 다시, 봄","26.03.18","26.04.03","서울 성동구 아차산로17길 9 (성수동2가, 서울도시제조허브)","겨울이 지나 찾아온 계절의 '봄'처럼 익숙해서 지나쳤던 가치들을 다시 한번 '봄'으로써 사회적기업과 소상공인의 이야기와 의미를 함께 만나는 스토리텔링 전시입니다."
"새로중앙박물관 팝업스토어","26.03.21","26.04.05","서울 성동구 연무장13길 11 1층","성수동에 나타난 새로중앙박물관! 천 년의 세월을 간직한 '새로 소주 천년의 비법서'를 대중에게 최초로 공개합니다. 도난당한 비법서를 되찾는 흥미로운 스토리와 함께 새로구미의 흔적을 조명하는 특별한 전시를 경험해 보세요."
"월리를 찾아라 특별전 : 신기한 책 속 여행","25.12.22","26.04.05","서울 성동구 서울숲2길 32-14, 서울숲 더서울라이티움","신기한 책 속 여행 전 세계가 사랑한 ‘월리를 찾아라!’가 현실 세계로?"
"루미르 X 무신사뷰티 팝업스토어","26.03.25","26.04.05","서울 성동구 연무장길 81 1층 103호 무신사 뷰티 스페이스1","루미르의 2026년 첫 성수 팝업스토어가 오픈합니다!"
"마이티즈 원더 룸 (부산)","26.03.23","26.04.05","부산 해운대구 센텀남대로 35 (우동), 신세계 센텀시티","에이티즈 캐릭터 '마이티즈'의 팝업스토어 MIGHTEEZ Wonder Room이 부산에서 열립니다 요정들의 공간을 콘셉트로 꾸며진 이번 팝업에서 다양한 제품들을 확인해보세요"
"24h디저트하우스 인천파라다이스호텔팝업","26.03.06","26.04.05","인천 중구 영종해안남로321번길 186 파라다이스시티 플라자 1층","직접 로스팅하고 맷돌로 갈아 만든 진한 피스타치오 스프레드! 24h디저트하우스만의 '진짜' 두바이 쫀득쿠키를 만나보세요. 프리미엄, 누텔라, 로투스 등 겉은 쫀득하고 속은 꽉 찬 독보적인 식감의 디저트 세계가 펼쳐집니다."
"메이드바이 행운맨숀 팝업 - 성수","26.01.06","26.04.07","서울 성동구 서울숲길 38 (성수동1가)","메이드바이 팝업 행운맨숀 OPEN! 전국 5개 지점에서 행운맨숀의 공간을 둘러보실 수 있는 룸투어 팝업을 진행합니다! 30인의 작가님과 함께 만든 인형 키링과 30종의 신상 인형 소품들, 그리고 다양한 행운맨숀 제품들까지!"
"메이드바이 행운맨숀 팝업 - 서면","26.01.06","26.04.07","부산 부산진구 전포대로199번길 34 (전포동, 카페 라비앙로즈)","메이드바이 팝업 행운맨숀 OPEN! 전국 5개 지점에서 행운맨숀의 공간을 둘러보실 수 있는 룸투어 팝업을 진행합니다! 30인의 작가님과 함께 만든 인형 키링과 30종의 신상 인형 소품들, 그리고 다양한 행운맨숀 제품들까지!"
"메이드바이 행운맨숀 팝업 - 연남","26.01.07","26.04.08","서울 마포구 동교로 271 (연남동, 영광빌딩)","메이드바이 팝업 행운맨숀 OPEN! 전국 5개 지점에서 행운맨숀의 공간을 둘러보실 수 있는 룸투어 팝업을 진행합니다! 30인의 작가님과 함께 만든 인형 키링과 30종의 신상 인형 소품들, 그리고 다양한 행운맨숀 제품들까지!"
"메이드바이 행운맨숀 팝업 - 대전","26.01.07","26.04.08","대전 중구 중교로73번길 14 (은행동)","메이드바이 팝업 행운맨숀 OPEN! 전국 5개 지점에서 행운맨숀의 공간을 둘러보실 수 있는 룸투어 팝업을 진행합니다! 30인의 작가님과 함께 만든 인형 키링과 30종의 신상 인형 소품들, 그리고 다양한 행운맨숀 제품들까지!"
"크래킹커피 스타필드수원 팝업","26.01.07","26.04.08","경기 수원시 장안구 수성로 175, 스타필드수원 7층","프렌치토스트와 크래킹라떼로 유명한 '크래킹커피'가 스타필드 수원에 팝업을 오픈합니다."
"아크로 라운지 압구정","26.03.12","26.04.09","서울 강남구 언주로 840","아크로 라운지 압구정은 아크로가 축적해온 설계 철학과 주거 라이프스타일을 경험할 수 있는 브랜드 라운지예요. 브랜드 아카이브 콘텐츠를 통해 아크로가 제안하는 하이엔드 주거 가치를 만나보세요."
"스틸케이스 부산 팝업스토어","26.02.12","26.04.09","부산 해운대구 달맞이길65번길 148 1층","스틸케이스 베스트셀러 립체어, 제스처 체어를 무브먼트랩 부산에서 체험해 보세요."
"넘버링 랩 성수 팝업스토어","26.03.19","26.04.09","서울 성동구 연무장17길 4","넘버링 랩은 주얼리 취향과 감각을 탐구해 온 브랜드의 태도를 연구실이라는 컨셉으로 구현한 공간입니다. 10년 동안 사랑받아 온 브랜드 '넘버링'의 신뢰를 경험, 가치, 큐레이션으로 구성한 팝업스토어에서 다양한 혜택과 경험을 만나보세요"
"우즈유니버스 연합 팝업","26.04.03","26.04.11","서울 성동구 연무장길 65 (성수동2가, 영남공업사) LECT 성수","뷰티 브랜드들의 세계관을 한 자리에서 만나볼 수 있는 우즈유니버스 연합 팝업이 성수 LECT에서 열려요. 각 브랜드가 지닌 다양한 가능성과 콘셉트를 새로운 방식으로 풀어낸 공간에서 다양한 브랜드 체험과 제품을 만나보세요"
"한교동 팝업 - 부산","26.03.14","26.04.12","부산 해운대구 구남로 17 (우동)","한교동의 생일을 기념해 부산에서 팝업스토어가 열립니다 부산 한정 굿즈와 팝업 한정 카페 메뉴를 함께 만나보세요"
"SUNLIGHT IS YOUR SPOTLIGHT","26.04.02","26.04.13","서울 성동구 연무장7길 13 트렌드팟 바이 올리브영N 성수","비오레와 함께라면 당신을 비추는 햇살이 당신의 스포트라이트가 됩니다. 비오레 X 트렌드팟 바이 올리브영N 성수 팝업 스토어 'SUNLIGHT IS YOUR SPOTLIGHT'에 여러분을 초대합니다."
"하이큐 팝업","26.03.24","26.04.15","서울 마포구 양화로 188 (동교동) AK 플라자 홍대 4층 LIMITION","하이큐!! 쉬는 시간 팝업스토어가 AK플라자 홍대에 오픈했습니다."
"베네데타 보롤리 팝업","26.03.19","26.04.18","서울 성동구 상원1길 11 (성수동1가)","이탈리아 럭셔리 슈즈 브랜드 ‘베네데타 보롤리’팝업 스토어가 성수동에 오픈했습니다."
"명조X갤럭시 스토어 팝업 : 치사와 방과후의 약속","26.04.09","26.04.22","서울 마포구 양화로 171, 삼성스토어 홍대","벚꽃이 만개하는 봄, 치사와 함께하는 설렘이 가득한 공간으로 초대합니다."
"Slack 캠프그라운드 팝업","26.04.24","26.04.25","서울 강남구 영동대로 513, 코엑스 잔디광장","Slack 최초의 팝업 이벤트, Slack 캠프그라운드에 초대합니다."
"쿠팡 알럭스 팝업 : Salon de R.LUX","26.01.30","26.04.26","서울 성동구 연무장11길 11 (성수동2가, 1111빌딩) 1층","럭셔리 뷰티의 정점, 쿠팡 알럭스를 성수에서 직접 경험하세요. 뷰티 체험은 물론 프리미엄 커피와 위스키 시음까지 즐기는 오감 만족의 시간! 미션 완료 시 증정되는 럭셔리 뷰티 키트와 에코백 등 풍성한 기프트가 기다리고 있습니다. 매주 금요일 오픈되는 사전예약의 기회를 선점하세요."
"캐리랜드 쁘띠팩토리 팝업","26.03.17","26.04.30","서울 강남구 가로수길 82 (신사동), 캐리마켓 신사","그냥 지나치기엔 너무 귀여운 쁘띠팩토리가 캐리마켓 신사에 찾아왔어요! 보기만 해도 기분 좋아지는 캐릭터 아이템을 인형, 키링, 폰케이스, 문구, 스티커, 잡화까지 다양하게 만나볼 수 있어요"
"김영상회 팝업","26.05.01","26.05.07","부산 부산진구 가야대로 772, 롯데백화점 부산본점 지하 1층","일본 인기 간식들을 한자리에서 만나볼 수 있는 팝업이 오픈했습니다. 롯데백화점 부산본점에서 7일간 운영되는 팝업에서 실패 없는 인기 일본 간식들을 직접 경험해보세요."
"헌터X헌터 X 애니플러스 콜라보 카페 (합정)","26.03.26","26.05.10","서울 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오) 딜라이트 스퀘어 B동 B101호","세계 최고의 헌터가 돼서 반드시 집으로 돌아갈게! 헌터x헌터 X 애니플러스 콜라보 카페가 오픈했습니다."
"빵고미 빵집 캐릭터 팝업","26.04.24","26.05.10","부산 중구 중앙대로 2 (중앙동7가) 롯데백화점 광복점 지하 1층","귀여운 곰 캐릭터 빵고미! 빵을 좋아하는 곰, '빵고미'의 '빵 없는 빵집'이 오픈했습니다. 인형, 키링, 핀버튼 등 굿즈를 만나보세요."
"오브에르 팝업","26.04.24","26.05.14","서울 중구 남대문로 81, 롯데백화점 본점 9층","도시를 살아가는 여성의 라이프스타일에서 영감을 받은 여성 패션 브랜드 ‘오브에르’ 팝업스토어가 롯데백화점 본점에서 진행돼요."
"쿠키런: 킹덤 아트 콜라보 프로젝트 - 위대한 왕국의 유산","26.01.23","26.05.17","서울 종로구 인사동9길 26, 아라아트센터","대한민국에서 가장 뜨거운 IP ‘쿠키런: 킹덤’과 전통 공예, 인터랙티브 미디어아트가 결합된 대형 전시형 팝업이에요. 약 860평 규모의 인사동 아라아트센터 전체를 활용해 10점의 장인 콜라보 작품과 12개 콘셉트 공간을 구성, 가족·연인·팬덤까지 폭넓은 타깃이 몰입형 경험을 즐길 수 있습니다."
"그 비스크 돌은 사랑을 한다 X 애니플러스 콜라보 카페 (합정)","26.04.02","26.05.17","서울 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오) 애니플러스 서울합정점","그 비스크 돌은 사랑을 한다 시즌2 콜라보 카페 개최!"
"ROSIE ENCORE POP-UP in BUSAN","26.04.17","26.05.17","부산 해운대구 달맞이길 30, BUSAN X the SKY 100F","<rosie> 발매 1주년을 기념하는 ‘one year of rosie’ 앙코르 팝업입니다. BUSAN X the SKY 100층에서 전시와 팝업, 전망대를 한 번에 즐길 수 있어요. 사전예약 시 전망대 입장권 할인과 함께, 팝업 한정 포토 스팟과 굿즈를 차분히 둘러보고 부산 바다 뷰까지 이어지는 루트라, 로제 팬은 물론 주말 나들이 코스로도 잘 어울리는 공간이에요."
"치이카와 베이비 팝업 IN 부산","26.04.30","26.05.17","부산 해운대구 센텀남대로 35, 신세계백화점 센텀시티점 B2 하이퍼그라운드","아장아장. 치이카와 베이비가 부산에 왔어요. 서울 팝업에서 보지 못했던 아이템까지 한 번에 둘러볼 수 있는 팝업이에요. 방문 고객에게는 홀로그램 스티커, 일정 금액 이상 구매 시 신용카드 스티커를 1인 1매 증정하는 이벤트도 준비되어 있어요."
"기억가게 2026 - 다시 쓰는 마음","26.05.07","26.05.17","서울 중구 소공로 36, 모리함 전시관","아름다운가게가 진행하는 ‘기억가게’는 물건의 물리적인 수명을 넘어서, 그 안에 담긴 개인의 기억과 이야기를 함께 나누는 특별한 기획 전시예요. 정성스레 담긴 물건과 사연을 통해 일상의 기록들을 천천히 되짚어볼 수 있어요."
"와사비베어 팝업 - 메롱도 사랑이다","26.04.23","26.05.20","서울 용산구 청파로45길 34, 어티피컬 갤러리","핸드메이드 인형 작가 ‘슈가레인’이 만든 캐릭터 IP 와사비베어의 전시형 팝업 ‘메롱도 사랑이다’가 어티피컬 갤러리에서 진행돼요."
"마사비스 X 여의도 IFC몰 팝업","25.11.28","26.05.22","서울 영등포구 국제금융로 10, IFC몰","일본 프리미엄 쉬폰케이크 브랜드 마사비스가 여의도 IFC몰 팝업 스토어를 오픈했어요."
"유미의 세포들3 팝업","26.05.12","26.05.24","서울 중구 장충단로13길 20, 현대시티아울렛 동대문점 B1 에버라인 스토어","드라마 '유미의 세포들3' 팝업스토어가 오픈했어요. 다양한 굿즈와 세포 세계관을 현장에서 즐길 수 있는 팝업스토어예요."
"탄산마그네슘 팝업","26.04.10","26.05.25","서울 중구 명동8길 40, 에이랜드 명동점","스트릿 무드와 감각적인 디자인으로 사랑받는 패션 브랜드 ‘탄산마그네슘’이 명동 에이랜드에서 단독 팝업을 진행해요. 전 제품 최대 30% 할인 혜택으로 핵심 아이템을 합리적인 가격에 경험할 수 있어요."
"바이리네 현대백화점 충청점 팝업","26.05.01","26.05.25","충북 청주시 흥덕구 직지대로 308, 현대백화점 충청점 5층","미니멀한 미학을 담은 리빙·가구 브랜드 바이리네가 현대백화점 충청점에서 새로운 리빙 씬을 선보입니다. 계절감이 짙어지는 5월, 노브·오슬로 다이닝 등 바이리네의 주요 컬렉션을 한자리에서 확인해 보세요."
"카일로 팝업","26.05.14","26.05.25","서울 종로구 자하문로8길 24 1층","특별한 날을 위한 옷이 일상 속에도 자연스럽게 스며드는 순간에 집중한 '카일로'의 팝업스토어예요. 과하게 꾸민 느낌을 덜어내고, 입는 사람의 자유로운 감각을 살린 컬렉션과 신제품을 직접 만나볼 수 있어요"
